Date,Start_Hour,End_Hour,Production,Source,Day_of_Year,Day_Name,Month_Name,Season
9/10/2022,14,15,8766,Solar,253,Saturday,September,Fall
3/31/2025,8,9,5433,Wind,90,Monday,March,Spring
7/16/2024,4,5,8021,Wind,198,Tuesday,July,Summer
8/20/2025,11,12,7286,Wind,232,Wednesday,August,Summer
1/6/2023,13,14,8675,Wind,6,Friday,January,Winter
8/17/2023,20,21,1803,Wind,229,Thursday,August,Summer
3/15/2024,5,6,9919,Wind,75,Friday,March,Spring
12/4/2020,0,1,12195,Wind,339,Friday,December,Winter
12/21/2021,4,5,2850,Wind,355,Tuesday,December,Winter
6/9/2024,22,23,5084,Wind,161,Sunday,June,Summer
6/14/2022,8,9,3413,Solar,165,Tuesday,June,Summer
8/27/2023,6,7,2812,Wind,239,Sunday,August,Summer
1/6/2025,12,13,18898,Wind,6,Monday,January,Winter
3/6/2020,20,21,4508,Wind,66,Friday,March,Spring
12/30/2021,12,13,9277,Wind,364,Thursday,December,Winter
12/6/2022,6,7,1632,Wind,340,Tuesday,December,Winter
6/21/2024,1,2,1325,Wind,173,Friday,June,Summer
2/1/2025,21,22,4191,Wind,32,Saturday,February,Winter
7/14/2020,18,19,4409,Wind,196,Tuesday,July,Summer
7/1/2020,19,20,5201,Wind,183,Wednesday,July,Summer
3/21/2023,22,23,8110,Wind,80,Tuesday,March,Spring
4/14/2025,8,9,2139,Solar,104,Monday,April,Spring
2/27/2022,12,13,10044,Wind,58,Sunday,February,Winter
11/5/2020,13,14,6887,Wind,310,Thursday,November,Fall
3/10/2020,5,6,12041,Wind,70,Tuesday,March,Spring
6/1/2025,17,18,3175,Solar,152,Sunday,June,Summer
1/26/2025,2,3,9972,Wind,26,Sunday,January,Winter
4/30/2020,13,14,11987,Wind,121,Thursday,April,Spring
12/14/2024,2,3,1157,Wind,349,Saturday,December,Winter
4/15/2025,15,16,7968,Wind,105,Tuesday,April,Spring
10/30/2020,2,3,7489,Wind,304,Friday,October,Fall
2/8/2021,0,1,1406,Wind,39,Monday,February,Winter
3/9/2022,4,5,3581,Wind,68,Wednesday,March,Spring
2/22/2022,15,16,14388,Wind,53,Tuesday,February,Winter
1/16/2024,19,20,3128,Wind,16,Tuesday,January,Winter
11/30/2023,11,12,2419,Wind,334,Thursday,November,Fall
1/21/2022,14,15,6986,Wind,21,Friday,January,Winter
10/13/2022,2,3,1361,Wind,286,Thursday,October,Fall
6/17/2022,23,0,1592,Wind,168,Friday,June,Summer
11/17/2024,6,7,3941,Wind,322,Sunday,November,Fall
7/18/2020,2,3,1339,Wind,200,Saturday,July,Summer
9/25/2024,8,9,5967,Wind,269,Wednesday,September,Fall
3/29/2022,5,6,2891,Wind,88,Tuesday,March,Spring
6/17/2020,19,20,2095,Wind,169,Wednesday,June,Summer
6/29/2024,18,19,6554,Wind,181,Saturday,June,Summer
10/30/2020,10,11,7419,Wind,304,Friday,October,Fall
2/19/2021,19,20,7404,Wind,50,Friday,February,Winter
1/1/2024,4,5,8838,Wind,1,Monday,January,Winter
12/27/2022,6,7,4019,Wind,361,Tuesday,December,Winter
11/1/2021,10,11,10079,Wind,305,Monday,November,Fall
8/28/2020,21,22,3247,Wind,241,Friday,August,Summer
8/27/2020,19,20,6475,Wind,240,Thursday,August,Summer
10/5/2022,20,21,7845,Wind,278,Wednesday,October,Fall
2/6/2020,4,5,2972,Wind,37,Thursday,February,Winter
2/9/2024,11,12,13564,Wind,40,Friday,February,Winter
5/17/2024,23,0,679,Wind,138,Friday,May,Spring
4/8/2021,10,11,3570,Solar,98,Thursday,April,Spring
11/4/2025,1,2,8203,Wind,308,Tuesday,November,Fall
11/18/2022,6,7,7697,Wind,322,Friday,November,Fall
3/24/2020,6,7,5924,Wind,84,Tuesday,March,Spring
2/24/2020,3,4,3562,Wind,55,Monday,February,Winter
9/9/2020,0,1,935,Wind,253,Wednesday,September,Fall
8/3/2025,12,13,6177,Solar,215,Sunday,August,Summer
1/24/2023,18,19,2989,Wind,24,Tuesday,January,Winter
10/31/2020,3,4,2492,Wind,305,Saturday,October,Fall
8/14/2024,14,15,6071,Solar,227,Wednesday,August,Summer
4/27/2024,15,16,11873,Wind,118,Saturday,April,Spring
4/26/2024,23,0,4435,Wind,117,Friday,April,Spring
5/11/2020,1,2,9243,Wind,132,Monday,May,Spring
7/2/2022,6,7,1275,Wind,183,Saturday,July,Summer
11/2/2023,15,16,15875,Wind,306,Thursday,November,Fall
8/15/2021,16,17,8032,Wind,227,Sunday,August,Summer
7/10/2020,16,17,5447,Wind,192,Friday,July,Summer
2/18/2020,9,10,8247,Wind,49,Tuesday,February,Winter
1/17/2025,2,3,2010,Wind,17,Friday,January,Winter
9/29/2025,14,15,9018,Solar,272,Monday,September,Fall
2/10/2025,3,4,3590,Wind,41,Monday,February,Winter
11/2/2024,0,1,1203,Wind,307,Saturday,November,Fall
1/7/2023,20,21,14522,Wind,7,Saturday,January,Winter
12/30/2022,7,8,13456,Wind,364,Friday,December,Winter
2/29/2020,23,0,11760,Wind,60,Saturday,February,Winter
3/17/2021,20,21,5952,Wind,76,Wednesday,March,Spring
4/15/2025,20,21,9714,Wind,105,Tuesday,April,Spring
6/20/2023,20,21,1917,Wind,171,Tuesday,June,Summer
2/20/2021,17,18,12274,Wind,51,Saturday,February,Winter
5/25/2022,19,20,8041,Wind,145,Wednesday,May,Spring
12/27/2021,8,9,7212,Wind,361,Monday,December,Winter
10/20/2024,1,2,3018,Wind,294,Sunday,October,Fall
5/14/2025,21,22,6080,Wind,134,Wednesday,May,Spring
2/20/2022,12,13,17314,Wind,51,Sunday,February,Winter
4/18/2021,1,2,4779,Wind,108,Sunday,April,Spring
1/30/2024,0,1,8113,Wind,30,Tuesday,January,Winter
2/7/2021,1,2,5123,Wind,38,Sunday,February,Winter
10/31/2025,6,7,9628,Wind,304,Friday,October,Fall
7/3/2025,7,8,4571,Wind,184,Thursday,July,Summer
5/26/2022,21,22,4299,Wind,146,Thursday,May,Spring
4/9/2024,5,6,9097,Wind,100,Tuesday,April,Spring
8/13/2020,14,15,4931,Wind,226,Thursday,August,Summer
10/31/2024,19,20,1060,Wind,305,Thursday,October,Fall
4/25/2025,14,15,10245,Solar,115,Friday,April,Spring
12/11/2024,13,14,7435,Wind,346,Wednesday,December,Winter
5/20/2022,7,8,3605,Wind,140,Friday,May,Spring
5/31/2020,11,12,8533,Wind,152,Sunday,May,Spring
12/21/2024,7,8,7750,Wind,356,Saturday,December,Winter
11/1/2022,9,10,11756,Wind,305,Tuesday,November,Fall
6/12/2022,3,4,3211,Wind,163,Sunday,June,Summer
1/3/2022,18,19,7791,Wind,3,Monday,January,Winter
8/13/2025,18,19,3943,Wind,225,Wednesday,August,Summer
7/6/2021,5,6,9578,Wind,187,Tuesday,July,Summer
10/12/2025,13,14,12629,Solar,285,Sunday,October,Fall
6/7/2024,21,22,1472,Wind,159,Friday,June,Summer
12/9/2022,12,13,3667,Wind,343,Friday,December,Winter
3/15/2021,20,21,5856,Wind,74,Monday,March,Spring
2/8/2023,13,14,6888,Solar,39,Wednesday,February,Winter
7/9/2022,10,11,5963,Solar,190,Saturday,July,Summer
3/2/2025,15,16,9877,Solar,61,Sunday,March,Spring
7/16/2023,6,7,5414,Wind,197,Sunday,July,Summer
1/6/2022,9,10,2549,Wind,6,Thursday,January,Winter
8/29/2022,9,10,4856,Wind,241,Monday,August,Summer
4/21/2025,2,3,4052,Wind,111,Monday,April,Spring
8/14/2025,2,3,2821,Wind,226,Thursday,August,Summer
11/2/2023,17,18,15676,Wind,306,Thursday,November,Fall
5/2/2024,10,11,9667,Wind,123,Thursday,May,Spring
8/3/2023,10,11,12494,Wind,215,Thursday,August,Summer
3/5/2020,0,1,5038,Wind,65,Thursday,March,Spring
1/6/2024,19,20,8024,Wind,6,Saturday,January,Winter
5/19/2022,6,7,3839,Wind,139,Thursday,May,Spring
1/28/2024,8,9,9911,Wind,28,Sunday,January,Winter
1/23/2021,9,10,6788,Wind,23,Saturday,January,Winter
1/5/2024,3,4,11144,Wind,5,Friday,January,Winter
3/29/2020,17,18,13938,Wind,89,Sunday,March,Spring
11/13/2020,14,15,5605,Wind,318,Friday,November,Fall
8/30/2025,4,5,4869,Wind,242,Saturday,August,Summer
8/17/2022,19,20,2033,Wind,229,Wednesday,August,Summer
5/31/2022,8,9,1676,Solar,151,Tuesday,May,Spring
10/18/2022,9,10,3002,Wind,291,Tuesday,October,Fall
12/3/2020,8,9,5211,Wind,338,Thursday,December,Winter
1/11/2022,13,14,5143,Solar,11,Tuesday,January,Winter
2/24/2022,3,4,4329,Wind,55,Thursday,February,Winter
9/2/2021,9,10,5745,Wind,245,Thursday,September,Fall
9/10/2020,0,1,1794,Wind,254,Thursday,September,Fall
5/2/2022,11,12,6127,Solar,122,Monday,May,Spring
3/8/2025,5,6,10697,Wind,67,Saturday,March,Spring
10/16/2024,1,2,11010,Wind,290,Wednesday,October,Fall
7/17/2025,20,21,1801,Wind,198,Thursday,July,Summer
12/1/2023,10,11,3234,Wind,335,Friday,December,Winter
11/12/2023,14,15,9888,Wind,316,Sunday,November,Fall
9/3/2023,18,19,6935,Wind,246,Sunday,September,Fall
1/17/2022,15,16,2716,Solar,17,Monday,January,Winter
4/26/2023,8,9,2693,Wind,116,Wednesday,April,Spring
4/1/2021,17,18,6463,Wind,91,Thursday,April,Spring
5/28/2023,9,10,5108,Solar,148,Sunday,May,Spring
3/27/2022,14,15,6871,Solar,86,Sunday,March,Spring
4/13/2025,2,3,9132,Wind,103,Sunday,April,Spring
10/18/2021,21,22,4845,Wind,291,Monday,October,Fall
9/9/2022,22,23,5803,Wind,252,Friday,September,Fall
11/14/2025,6,7,12793,Wind,318,Friday,November,Fall
2/27/2020,3,4,5876,Wind,58,Thursday,February,Winter
7/7/2020,13,14,5278,Solar,189,Tuesday,July,Summer
12/18/2023,15,16,3980,Wind,352,Monday,December,Winter
9/28/2023,1,2,4548,Wind,271,Thursday,September,Fall
6/28/2024,7,8,2990,Wind,180,Friday,June,Summer
10/20/2020,5,6,9659,Wind,294,Tuesday,October,Fall
4/27/2021,3,4,4738,Wind,117,Tuesday,April,Spring
4/6/2024,15,16,8363,Wind,97,Saturday,April,Spring
4/28/2021,16,17,4670,Wind,118,Wednesday,April,Spring
10/2/2025,17,18,4982,Solar,275,Thursday,October,Fall
9/14/2020,14,15,5167,Solar,258,Monday,September,Fall
6/24/2023,6,7,2771,Wind,175,Saturday,June,Summer
10/21/2020,11,12,15183,Wind,295,Wednesday,October,Fall
8/1/2025,17,18,11333,Wind,213,Friday,August,Summer
2/23/2022,23,0,3212,Wind,54,Wednesday,February,Winter
7/24/2021,12,13,5662,Solar,205,Saturday,July,Summer
12/10/2023,4,5,14688,Wind,344,Sunday,December,Winter
4/19/2020,5,6,2422,Wind,110,Sunday,April,Spring
4/24/2021,3,4,7172,Wind,114,Saturday,April,Spring
4/21/2020,9,10,5012,Wind,112,Tuesday,April,Spring
10/12/2023,16,17,8100,Wind,285,Thursday,October,Fall
11/16/2025,2,3,2155,Wind,320,Sunday,November,Fall
1/7/2022,13,14,12803,Wind,7,Friday,January,Winter
11/16/2023,5,6,4723,Wind,320,Thursday,November,Fall
6/18/2020,1,2,1643,Wind,170,Thursday,June,Summer
8/3/2024,6,7,2972,Wind,216,Saturday,August,Summer
6/24/2024,8,9,4072,Solar,176,Monday,June,Summer
5/18/2023,16,17,9570,Wind,138,Thursday,May,Spring
4/24/2020,17,18,3015,Solar,115,Friday,April,Spring
9/19/2024,23,0,8303,Wind,263,Thursday,September,Fall
12/18/2021,18,19,6095,Wind,352,Saturday,December,Winter
8/9/2024,8,9,6545,Wind,222,Friday,August,Summer
1/31/2025,14,15,9041,Wind,31,Friday,January,Winter
3/28/2021,15,16,6562,Solar,87,Sunday,March,Spring
6/8/2024,20,21,3640,Wind,160,Saturday,June,Summer
10/16/2024,19,20,10396,Wind,290,Wednesday,October,Fall
3/3/2020,13,14,2627,Wind,63,Tuesday,March,Spring
11/21/2024,22,23,6234,Wind,326,Thursday,November,Fall
12/6/2020,7,8,2388,Wind,341,Sunday,December,Winter
4/21/2022,13,14,7316,Solar,111,Thursday,April,Spring
9/1/2023,13,14,9763,Solar,244,Friday,September,Fall
1/29/2023,13,14,4709,Solar,29,Sunday,January,Winter
4/27/2022,13,14,9899,Solar,117,Wednesday,April,Spring
12/6/2023,12,13,4011,Solar,340,Wednesday,December,Winter
2/11/2023,4,5,1810,Wind,42,Saturday,February,Winter
5/23/2021,19,20,7087,Wind,143,Sunday,May,Spring
1/13/2023,13,14,17620,Wind,13,Friday,January,Winter
10/21/2020,8,9,12602,Wind,295,Wednesday,October,Fall
11/11/2021,9,10,2291,Solar,315,Thursday,November,Fall
2/28/2023,21,22,6877,Wind,59,Tuesday,February,Winter
3/10/2023,12,13,20267,Wind,69,Friday,March,Spring
11/15/2021,1,2,3350,Wind,319,Monday,November,Fall
8/27/2022,13,14,7247,Solar,239,Saturday,August,Summer
9/26/2025,19,20,408,Wind,269,Friday,September,Fall
10/18/2025,11,12,10166,Solar,291,Saturday,October,Fall
9/4/2022,6,7,2242,Wind,247,Sunday,September,Fall
5/14/2020,22,23,8480,Wind,135,Thursday,May,Spring
11/20/2021,21,22,256,Wind,324,Saturday,November,Fall
3/19/2022,2,3,11653,Wind,78,Saturday,March,Spring
7/27/2023,19,20,7081,Wind,208,Thursday,July,Summer
9/29/2022,16,17,3391,Solar,272,Thursday,September,Fall
10/30/2020,20,21,2316,Wind,304,Friday,October,Fall
1/18/2020,17,18,1821,Wind,18,Saturday,January,Winter
11/18/2023,8,9,10478,Wind,322,Saturday,November,Fall
4/28/2025,19,20,4874,Wind,118,Monday,April,Spring
8/25/2022,1,2,2568,Wind,237,Thursday,August,Summer
1/29/2020,10,11,8131,Wind,29,Wednesday,January,Winter
2/28/2024,4,5,2938,Wind,59,Wednesday,February,Winter
8/14/2021,7,8,1499,Wind,226,Saturday,August,Summer
2/1/2025,4,5,3300,Wind,32,Saturday,February,Winter
1/8/2025,17,18,15551,Wind,8,Wednesday,January,Winter
7/19/2020,5,6,717,Wind,201,Sunday,July,Summer
4/15/2024,1,2,2526,Wind,106,Monday,April,Spring
10/7/2020,3,4,8655,Wind,281,Wednesday,October,Fall
5/13/2021,9,10,6445,Wind,133,Thursday,May,Spring
8/21/2024,6,7,3751,Wind,234,Wednesday,August,Summer
1/9/2023,11,12,16471,Wind,9,Monday,January,Winter
7/12/2021,12,13,4206,Solar,193,Monday,July,Summer
7/17/2021,3,4,2660,Wind,198,Saturday,July,Summer
2/8/2021,14,15,2189,Wind,39,Monday,February,Winter
12/21/2024,17,18,17785,Wind,356,Saturday,December,Winter
8/11/2023,18,19,4743,Solar,223,Friday,August,Summer
10/26/2025,4,5,9938,Wind,299,Sunday,October,Fall
10/17/2020,19,20,554,Wind,291,Saturday,October,Fall
11/11/2025,6,7,7784,Wind,315,Tuesday,November,Fall
4/25/2021,4,5,8220,Wind,115,Sunday,April,Spring
8/13/2022,22,23,3130,Wind,225,Saturday,August,Summer
10/23/2023,5,6,5937,Wind,296,Monday,October,Fall
6/8/2021,0,1,1392,Wind,159,Tuesday,June,Summer
2/7/2021,14,15,6165,Wind,38,Sunday,February,Winter
5/12/2025,16,17,4127,Solar,132,Monday,May,Spring
1/20/2024,1,2,3446,Wind,20,Saturday,January,Winter
4/5/2022,15,16,10520,Wind,95,Tuesday,April,Spring
6/9/2023,14,15,7100,Solar,160,Friday,June,Summer
4/5/2025,23,0,9012,Wind,95,Saturday,April,Spring
11/22/2025,14,15,12287,Wind,326,Saturday,November,Fall
7/22/2025,17,18,11630,Wind,203,Tuesday,July,Summer
11/5/2022,2,3,3089,Wind,309,Saturday,November,Fall
9/17/2021,3,4,696,Wind,260,Friday,September,Fall
10/13/2020,14,15,6661,Wind,287,Tuesday,October,Fall
4/8/2025,21,22,4246,Wind,98,Tuesday,April,Spring
3/8/2025,8,9,12302,Wind,67,Saturday,March,Spring
10/14/2025,3,4,6169,Wind,287,Tuesday,October,Fall
12/7/2022,3,4,2533,Wind,341,Wednesday,December,Winter
5/29/2020,8,9,4079,Wind,150,Friday,May,Spring
10/4/2021,11,12,6850,Wind,277,Monday,October,Fall
12/15/2024,11,12,9368,Wind,350,Sunday,December,Winter
4/26/2025,3,4,5053,Wind,116,Saturday,April,Spring
8/19/2020,23,0,4393,Wind,232,Wednesday,August,Summer
1/17/2022,21,22,1708,Wind,17,Monday,January,Winter
7/2/2021,6,7,434,Wind,183,Friday,July,Summer
4/9/2024,19,20,12447,Wind,100,Tuesday,April,Spring
11/10/2022,23,0,3646,Wind,314,Thursday,November,Fall
2/12/2023,19,20,3488,Wind,43,Sunday,February,Winter
7/13/2022,18,19,4749,Solar,194,Wednesday,July,Summer
4/24/2025,13,14,9198,Solar,114,Thursday,April,Spring
12/20/2021,17,18,3168,Wind,354,Monday,December,Winter
5/29/2024,7,8,6284,Wind,150,Wednesday,May,Spring
2/3/2024,23,0,5376,Wind,34,Saturday,February,Winter
9/1/2021,18,19,7759,Wind,244,Wednesday,September,Fall
8/19/2023,22,23,1054,Wind,231,Saturday,August,Summer
9/22/2022,0,1,2751,Wind,265,Thursday,September,Fall
1/18/2020,14,15,2528,Solar,18,Saturday,January,Winter
4/8/2021,0,1,851,Wind,98,Thursday,April,Spring
10/5/2023,9,10,3037,Solar,278,Thursday,October,Fall
8/31/2022,3,4,2669,Wind,243,Wednesday,August,Summer
3/12/2022,18,19,8732,Wind,71,Saturday,March,Spring
7/20/2022,23,0,1815,Wind,201,Wednesday,July,Summer
4/29/2023,19,20,2892,Wind,119,Saturday,April,Spring
7/30/2022,2,3,1439,Wind,211,Saturday,July,Summer
5/13/2021,22,23,2605,Wind,133,Thursday,May,Spring
10/16/2021,21,22,1291,Wind,289,Saturday,October,Fall
10/15/2020,7,8,3910,Wind,289,Thursday,October,Fall
6/6/2023,12,13,8646,Solar,157,Tuesday,June,Summer
8/8/2025,5,6,1437,Wind,220,Friday,August,Summer
7/26/2025,10,11,7998,Solar,207,Saturday,July,Summer
2/20/2022,2,3,11206,Wind,51,Sunday,February,Winter
11/28/2025,2,3,8628,Wind,332,Friday,November,Fall
6/28/2021,13,14,3922,Solar,179,Monday,June,Summer
9/19/2021,3,4,3519,Wind,262,Sunday,September,Fall
9/28/2023,19,20,2552,Wind,271,Thursday,September,Fall
5/13/2024,14,15,6831,Solar,134,Monday,May,Spring
5/18/2021,2,3,5406,Wind,138,Tuesday,May,Spring
8/1/2024,16,17,8661,Solar,214,Thursday,August,Summer
9/12/2024,2,3,4472,Wind,256,Thursday,September,Fall
2/5/2022,0,1,5210,Wind,36,Saturday,February,Winter
8/15/2021,7,8,1301,Wind,227,Sunday,August,Summer
7/31/2025,6,7,2301,Wind,212,Thursday,July,Summer
1/27/2021,16,17,4041,Wind,27,Wednesday,January,Winter
11/9/2022,4,5,8537,Wind,313,Wednesday,November,Fall
12/22/2020,2,3,12189,Wind,357,Tuesday,December,Winter
12/8/2023,0,1,7878,Wind,342,Friday,December,Winter
11/10/2021,15,16,1760,Solar,314,Wednesday,November,Fall
5/11/2021,10,11,4076,Wind,131,Tuesday,May,Spring
2/15/2022,14,15,13683,Wind,46,Tuesday,February,Winter
4/8/2020,7,8,2012,Wind,99,Wednesday,April,Spring
4/10/2021,0,1,4391,Wind,100,Saturday,April,Spring
6/7/2021,2,3,1350,Wind,158,Monday,June,Summer
5/13/2021,0,1,4479,Wind,133,Thursday,May,Spring
3/8/2021,20,21,2882,Wind,67,Monday,March,Spring
11/6/2020,8,9,6743,Wind,311,Friday,November,Fall
3/16/2025,0,1,10187,Wind,75,Sunday,March,Spring
9/26/2020,13,14,12730,Wind,270,Saturday,September,Fall
11/23/2025,12,13,15669,Wind,327,Sunday,November,Fall
3/24/2023,17,18,15698,Wind,83,Friday,March,Spring
1/22/2022,12,13,5027,Solar,22,Saturday,January,Winter
2/8/2022,22,23,2415,Wind,39,Tuesday,February,Winter
4/27/2024,0,1,4743,Wind,118,Saturday,April,Spring
1/24/2024,7,8,16218,Wind,24,Wednesday,January,Winter
9/20/2022,19,20,2499,Wind,263,Tuesday,September,Fall
7/19/2024,16,17,7392,Solar,201,Friday,July,Summer
11/13/2025,8,9,10392,Wind,317,Thursday,November,Fall
2/13/2022,14,15,16782,Wind,44,Sunday,February,Winter
1/22/2022,0,1,3190,Wind,22,Saturday,January,Winter
12/19/2024,10,11,17216,Wind,354,Thursday,December,Winter
1/18/2020,9,10,3050,Wind,18,Saturday,January,Winter
2/6/2025,13,14,13224,Wind,37,Thursday,February,Winter
3/8/2021,13,14,4523,Solar,67,Monday,March,Spring
1/20/2020,22,23,4934,Wind,20,Monday,January,Winter
8/29/2020,1,2,3457,Wind,242,Saturday,August,Summer
9/17/2024,15,16,17409,Wind,261,Tuesday,September,Fall
5/15/2023,19,20,9747,Wind,135,Monday,May,Spring
4/26/2023,14,15,4918,Solar,116,Wednesday,April,Spring
8/7/2022,2,3,7089,Wind,219,Sunday,August,Summer
11/18/2021,3,4,1529,Wind,322,Thursday,November,Fall
7/28/2022,15,16,5339,Solar,209,Thursday,July,Summer
9/29/2024,4,5,3181,Wind,273,Sunday,September,Fall
7/27/2025,8,9,3635,Wind,208,Sunday,July,Summer
12/7/2022,17,18,1713,Wind,341,Wednesday,December,Winter
6/4/2022,0,1,3214,Wind,155,Saturday,June,Summer
4/11/2022,18,19,7879,Wind,101,Monday,April,Spring
7/18/2025,10,11,6389,Solar,199,Friday,July,Summer
10/28/2025,4,5,11636,Wind,301,Tuesday,October,Fall
1/15/2024,12,13,6809,Wind,15,Monday,January,Winter
3/7/2021,13,14,3169,Solar,66,Sunday,March,Spring
1/10/2024,19,20,3793,Wind,10,Wednesday,January,Winter
5/8/2024,0,1,6559,Wind,129,Wednesday,May,Spring
9/28/2024,4,5,6407,Wind,272,Saturday,September,Fall
5/25/2021,6,7,9546,Wind,145,Tuesday,May,Spring
8/2/2021,6,7,1153,Wind,214,Monday,August,Summer
6/13/2025,4,5,2021,Wind,164,Friday,June,Summer
6/10/2022,13,14,8508,Solar,161,Friday,June,Summer
1/10/2025,14,15,4286,Wind,10,Friday,January,Winter
7/20/2023,12,13,6951,Solar,201,Thursday,July,Summer
2/28/2020,13,14,11014,Wind,59,Friday,February,Winter
6/18/2024,12,13,7785,Solar,170,Tuesday,June,Summer
1/31/2024,20,21,6085,Wind,31,Wednesday,January,Winter
1/27/2023,23,0,6094,Wind,27,Friday,January,Winter
8/15/2020,11,12,3086,Solar,228,Saturday,August,Summer
10/4/2022,4,5,988,Wind,277,Tuesday,October,Fall
1/29/2024,23,0,8472,Wind,29,Monday,January,Winter
4/12/2022,6,7,7935,Wind,102,Tuesday,April,Spring
1/11/2022,23,0,2090,Wind,11,Tuesday,January,Winter
5/11/2025,16,17,4808,Wind,131,Sunday,May,Spring
10/14/2023,4,5,10187,Wind,287,Saturday,October,Fall
10/1/2021,23,0,3707,Wind,274,Friday,October,Fall
10/4/2024,22,23,2835,Wind,278,Friday,October,Fall
12/31/2024,11,12,7306,Wind,366,Tuesday,December,Winter
3/23/2020,16,17,7482,Wind,83,Monday,March,Spring
2/25/2022,2,3,7548,Wind,56,Friday,February,Winter
2/11/2022,16,17,3615,Solar,42,Friday,February,Winter
7/1/2025,13,14,9839,Solar,182,Tuesday,July,Summer
9/10/2021,3,4,2131,Wind,253,Friday,September,Fall
11/20/2024,9,10,6181,Wind,325,Wednesday,November,Fall
9/13/2021,3,4,2426,Wind,256,Monday,September,Fall
2/14/2025,11,12,9119,Solar,45,Friday,February,Winter
9/30/2023,2,3,547,Wind,273,Saturday,September,Fall
7/3/2020,13,14,6832,Wind,185,Friday,July,Summer
12/16/2022,4,5,5658,Wind,350,Friday,December,Winter
6/29/2025,12,13,4495,Solar,180,Sunday,June,Summer
3/21/2025,6,7,10695,Wind,80,Friday,March,Spring
9/22/2023,15,16,13602,Wind,265,Friday,September,Fall
1/26/2024,22,23,2003,Wind,26,Friday,January,Winter
5/29/2023,23,0,10422,Wind,149,Monday,May,Spring
1/18/2024,19,20,4652,Wind,18,Thursday,January,Winter
8/17/2023,21,22,2474,Wind,229,Thursday,August,Summer
2/18/2021,13,14,11280,Wind,49,Thursday,February,Winter
11/28/2025,16,17,7122,Wind,332,Friday,November,Fall
6/5/2025,11,12,9135,Wind,156,Thursday,June,Summer
7/5/2025,19,20,7083,Wind,186,Saturday,July,Summer
8/30/2023,20,21,4070,Wind,242,Wednesday,August,Summer
1/24/2020,14,15,1733,Solar,24,Friday,January,Winter
1/30/2021,11,12,8960,Wind,30,Saturday,January,Winter
1/26/2021,10,11,5086,Wind,26,Tuesday,January,Winter
7/22/2020,22,23,2730,Wind,204,Wednesday,July,Summer
9/10/2025,10,11,8381,Solar,253,Wednesday,September,Fall
5/20/2021,11,12,7459,Solar,140,Thursday,May,Spring
8/30/2020,16,17,6972,Wind,243,Sunday,August,Summer
4/30/2021,4,5,1497,Wind,120,Friday,April,Spring
7/20/2024,2,3,1366,Wind,202,Saturday,July,Summer
6/25/2024,2,3,4860,Wind,177,Tuesday,June,Summer
6/16/2020,3,4,1572,Wind,168,Tuesday,June,Summer
3/20/2025,22,23,7815,Wind,79,Thursday,March,Spring
10/8/2021,7,8,3732,Wind,281,Friday,October,Fall
3/11/2023,20,21,4561,Wind,70,Saturday,March,Spring
1/9/2022,5,6,11382,Wind,9,Sunday,January,Winter
12/15/2023,10,11,2984,Solar,349,Friday,December,Winter
12/2/2023,20,21,2993,Wind,336,Saturday,December,Winter
4/12/2020,14,15,4478,Solar,103,Sunday,April,Spring
1/16/2021,6,7,2609,Wind,16,Saturday,January,Winter
11/7/2020,5,6,6495,Wind,312,Saturday,November,Fall
1/16/2025,7,8,5370,Wind,16,Thursday,January,Winter
12/11/2023,5,6,13313,Wind,345,Monday,December,Winter
3/26/2025,0,1,2924,Wind,85,Wednesday,March,Spring
3/9/2025,14,15,6097,Wind,68,Sunday,March,Spring
1/31/2021,11,12,3917,Wind,31,Sunday,January,Winter
1/18/2023,12,13,5795,Wind,18,Wednesday,January,Winter
8/11/2022,22,23,5915,Wind,223,Thursday,August,Summer
10/17/2020,5,6,823,Wind,291,Saturday,October,Fall
11/6/2023,15,16,11710,Wind,310,Monday,November,Fall
1/31/2020,15,16,7383,Wind,31,Friday,January,Winter
11/22/2022,2,3,12118,Wind,326,Tuesday,November,Fall
1/14/2020,21,22,12686,Wind,14,Tuesday,January,Winter
6/5/2024,22,23,1825,Wind,157,Wednesday,June,Summer
5/24/2020,17,18,4591,Solar,145,Sunday,May,Spring
10/17/2025,8,9,5063,Wind,290,Friday,October,Fall
